123,david thompson,52,democrat,353.09,26588
124,rachel young,49,independent,968.88,27622
125,rachel miller,69,democrat,37.63,29540
126,david falkner,21,democrat,710.09,1985
127,rachel underhill,63,green,777.40,21097
128,rachel van buren,66,republican,732.30,8785
129,fred davidson,28,libertarian,905.31,560
130,david quirinius,70,libertarian,773.95,16031
131,fred young,49,libertarian,215.64,945
132,bob xylophone,63,republican,765.94,26306
133,mike miller,66,libertarian,714.46,19255
134,sarah miller,19,democrat,138.05,7652
135,alice ellison,30,republican,277.14,18227
136,holly thompson,54,democrat,596.64,2829
137,ulysses brown,20,libertarian,566.47,20338
138,wendy polk,54,democrat,972.75,3756
139,bob polk,67,socialist,515.46,20898
140,victor allen,68,socialist,526.93,21599
141,nick falkner,40,republican,50.47,28291
142,katie underhill,72,republican,320.76,26945
143,alice miller,21,democrat,424.05,14618
144,calvin young,55,democrat,600.82,26826
145,xavier young,27,independent,807.11,3169
146,calvin brown,35,green,751.09,27832
147,gabriella allen,43,democrat,528.06,27066
148,gabriella robinson,62,independent,148.99,20677
149,tom allen,67,green,273.83,12759
150,tom hernandez,76,green,88.87,13325
151,luke hernandez,66,democrat,525.36,27422
152,jessica garcia,43,independent,929.00,16041
153,bob johnson,30,democrat,688.15,20275
154,katie davidson,30,libertarian,372.10,4771
155,calvin davidson,55,republican,606.49,6746
156,nick polk,37,democrat,639.24,13214
157,fred nixon,71,socialist,86.69,3646
158,fred ichabod,34,republican,558.51,1569
159,gabriella steinbeck,74,democrat,479.15,23259
160,irene johnson,37,libertarian,816.42,20474
161,victor hernandez,67,socialist,417.75,9718
162,priscilla garcia,74,independent,846.46,25294
163,jessica johnson,22,independent,236.63,183
164,nick hernandez,19,socialist,826.91,13177
165,luke zipper,34,democrat,983.52,24168
166,alice king,39,republican,783.52,26721
167,quinn king,54,green,42.94,2716
168,fred steinbeck,66,socialist,830.97,23415
169,xavier falkner,60,green,245.75,5811
170,nick van buren,31,socialist,614.52,3205
171,ethan zipper,20,libertarian,658.88,14960
172,gabriella underhill,60,libertarian,236.78,12592
173,irene polk,74,republican,564.49,12116
174,victor falkner,57,libertarian,568.09,26809
175,priscilla miller,35,independent,104.16,7210
176,xavier robinson,24,independent,267.34,22299
177,priscilla king,29,independent,694.85,21208
178,irene van buren,55,green,996.34,4309
179,david ovid,52,green,239.49,28847
180,priscilla van buren,67,republican,838.97,24806
181,katie johnson,50,republican,839.76,4435
182,bob xylophone,50,independent,467.22,28744
183,irene van buren,34,republican,760.92,22291
184,calvin zipper,49,libertarian,993.58,13145
185,zach van buren,38,republican,749.67,22643
186,xavier laertes,18,green,61.92,28527
187,tom brown,59,green,25.38,28965
188,xavier ellison,31,independent,639.86,12304
189,jessica xylophone,34,socialist,770.96,8738
190,rachel young,32,independent,252.34,24327
191,alice falkner,32,republican,271.71,29006
192,oscar laertes,55,republican,340.05,7372
193,wendy robinson,33,libertarian,874.65,28790
194,alice thompson,30,republican,823.96,5887
195,david laertes,24,socialist,166.00,12626
196,holly polk,31,libertarian,328.88,11595
197,gabriella hernandez,71,libertarian,545.90,14012
198,jessica miller,72,socialist,369.36,762
199,nick van buren,36,democrat,182.80,12416
200,holly nixon,45,socialist,870.43,7278
201,rachel falkner,33,libertarian,981.98,6235
202,quinn allen,36,republican,905.67,24547
203,luke polk,64,democrat,135.74,2676
204,ethan polk,73,green,446.27,25226
205,zach young,62,socialist,332.51,217
206,wendy ovid,63,democrat,166.67,27603
207,bob carson,49,democrat,191.55,13870
208,oscar young,40,libertarian,124.75,23969
209,mike robinson,22,independent,720.73,27017
210,jessica xylophone,47,republican,85.68,6512
211,jessica johnson,45,republican,940.50,17723
212,calvin zipper,56,republican,786.38,8456
213,mike van buren,76,socialist,508.27,24020
214,irene thompson,19,socialist,920.21,9535
215,zach miller,41,green,554.71,21135
216,tom white,26,independent,674.28,19036
217,ethan underhill,26,democrat,708.01,18728
218,tom brown,43,republican,372.65,4213
219,ulysses van buren,21,socialist,742.14,5077
220,nick ellison,32,green,1.49,15628
221,ulysses falkner,36,socialist,611.08,15381
222,jessica quirinius,77,libertarian,933.13,11916
223,jessica polk,73,republican,99.86,7990
224,alice underhill,37,republican,77.99,18756
225,wendy falkner,63,independent,573.60,5651
226,xavier young,50,republican,511.81,18618
227,wendy van buren,38,democrat,584.22,21765
228,ethan ellison,43,socialist,621.02,8778
229,ethan steinbeck,19,green,507.74,7226
230,bob carson,46,independent,237.26,3493
231,luke davidson,51,socialist,148.84,22379
232,irene robinson,35,socialist,580.65,27120
233,ulysses zipper,59,independent,938.80,6894
234,oscar davidson,62,independent,75.76,17019
235,tom zipper,42,socialist,152.75,26473
236,mike ichabod,45,socialist,950.87,8522
237,bob falkner,29,libertarian,526.13,27929
238,holly davidson,54,socialist,673.88,28188
239,xavier ellison,65,democrat,911.78,19727
240,david robinson,28,green,642.21,1467
241,luke ichabod,48,republican,700.94,25025
242,ulysses ellison,36,green,541.94,26185
243,katie davidson,74,libertarian,755.54,2767
244,gabriella thompson,75,socialist,567.84,14760
245,luke steinbeck,20,green,547.13,3826
246,oscar davidson,52,libertarian,380.98,25399
247,holly carson,28,green,160.10,15520
248,katie quirinius,61,libertarian,638.40,12014
249,sarah davidson,40,independent,244.28,26154
250,luke thompson,26,libertarian,9.04,4029
251,mike zipper,27,republican,953.63,1429
252,ulysses falkner,43,republican,373.90,2235
253,rachel thompson,24,independent,302.44,26495
254,xavier carson,61,democrat,964.41,25697
255,gabriella polk,47,republican,237.31,28751
256,ethan brown,69,independent,322.40,24081
257,yuri ellison,58,independent,448.75,29962
258,fred brown,58,socialist,454.77,10450
259,nick ellison,20,socialist,528.55,27290
260,katie garcia,73,republican,425.17,3486
261,oscar johnson,63,green,374.35,27028
262,calvin van buren,46,green,880.29,16363
263,quinn johnson,59,green,716.12,15339
264,quinn ellison,35,socialist,887.37,9282
265,victor thompson,41,libertarian,617.29,15643
266,ethan ellison,63,socialist,687.27,5528
267,irene xylophone,19,green,718.90,3379
268,yuri young,20,socialist,0.49,29236
269,fred xylophone,67,republican,643.60,7009
270,fred ellison,51,independent,806.05,8655
271,irene brown,36,democrat,260.36,28106
272,nick white,58,libertarian,719.75,19487
273,victor ellison,71,democrat,693.20,17239
274,wendy carson,63,green,392.52,20729
275,mike miller,48,independent,909.86,22765
276,irene ovid,73,independent,624.39,3748
277,holly underhill,63,independent,181.34,3446
278,ulysses davidson,51,independent,27.33,6234
279,holly hernandez,41,democrat,500.50,7437
280,wendy van buren,22,libertarian,183.09,14845
281,david steinbeck,76,socialist,388.30,9338
282,yuri young,49,republican,930.13,16278
283,victor polk,70,independent,209.23,25925
284,wendy garcia,22,independent,9.27,20199
285,tom steinbeck,51,green,831.40,22363
286,luke zipper,23,democrat,118.21,1659
287,holly carson,75,green,981.17,24204
288,oscar ichabod,52,independent,22.36,24637
289,ethan nixon,22,republican,93.27,1621
290,david xylophone,64,socialist,779.82,5372
291,rachel nixon,45,democrat,593.67,29004
292,sarah davidson,37,republican,131.76,28603
293,mike brown,23,democrat,978.84,3295
294,fred xylophone,73,green,441.99,15357
295,ulysses ichabod,62,democrat,489.37,4067
296,xavier ichabod,56,republican,228.48,27271
297,nick xylophone,18,democrat,691.00,18230
298,wendy miller,34,democrat,790.89,13399
299,katie falkner,28,socialist,558.54,25809
300,xavier young,69,socialist,907.92,26315
301,rachel garcia,70,socialist,250.95,4392
302,rachel davidson,58,republican,250.02,19002
303,yuri laertes,54,independent,322.01,9752
304,luke ovid,29,democrat,452.96,23197
305,yuri ovid,58,libertarian,644.23,5434
306,alice robinson,77,libertarian,637.16,17816
307,alice thompson,48,socialist,455.18,13890
308,bob ellison,53,democrat,182.29,28681
309,rachel zipper,31,socialist,146.84,25390
310,rachel allen,30,democrat,405.77,12692
311,oscar young,70,socialist,301.22,5401
312,alice robinson,62,green,312.55,2033
313,gabriella davidson,57,green,978.57,18564
314,fred van buren,51,socialist,129.58,21864
315,david johnson,20,socialist,949.01,2567
316,jessica van buren,23,libertarian,995.56,4836
317,david laertes,44,green,841.53,3141
318,katie johnson,55,independent,11.57,22858
319,calvin garcia,55,independent,596.16,14607
320,sarah ichabod,77,green,173.62,22690
321,victor ellison,55,libertarian,31.81,26707
322,ethan garcia,38,green,288.90,2770
323,rachel ichabod,68,green,282.21,18242
324,nick quirinius,57,socialist,345.64,1227
325,quinn xylophone,46,democrat,660.90,11952
326,alice hernandez,59,green,465.34,5307
327,bob ellison,50,green,659.95,1224
328,wendy quirinius,64,independent,256.22,2783
329,sarah allen,60,green,90.86,1120
330,zach xylophone,62,republican,330.79,22614
331,jessica miller,26,green,274.43,9861
332,priscilla polk,57,democrat,907.16,22869
333,tom miller,25,independent,973.31,18455
334,yuri carson,71,democrat,724.67,5324
335,sarah robinson,63,independent,840.10,9561
336,wendy van buren,25,socialist,147.61,21128
337,irene brown,61,socialist,287.23,855
338,nick davidson,27,democrat,965.73,17510
339,rachel robinson,48,independent,245.21,14865
340,luke falkner,69,independent,424.00,29892
341,mike johnson,61,democrat,494.22,18220
342,luke quirinius,47,independent,805.53,4233
343,bob underhill,30,democrat,471.31,28058
344,jessica ichabod,70,republican,65.11,24598
345,yuri garcia,58,democrat,372.22,6558
346,katie carson,34,independent,665.91,18285
347,katie zipper,30,green,291.73,23494
348,sarah van buren,53,democrat,739.95,24411
349,quinn underhill,19,socialist,249.77,8864
350,wendy davidson,49,independent,793.09,29344
351,ulysses ovid,77,libertarian,509.06,8051
352,victor ichabod,41,socialist,458.15,28139
353,calvin brown,56,democrat,242.95,10930
354,tom ellison,42,socialist,801.72,3293
355,ethan ichabod,37,green,605.40,6780
356,priscilla young,72,socialist,682.07,259
357,holly nixon,54,republican,695.47,11858
358,rachel johnson,28,independent,891.84,1692
359,tom brown,68,socialist,12.56,26716
360,ulysses ellison,64,libertarian,789.34,14232
361,calvin falkner,53,socialist,340.19,11816
362,priscilla ovid,75,democrat,799.92,1559
363,alice johnson,32,democrat,760.88,11102
364,irene carson,74,libertarian,261.90,15624
365,victor nixon,75,democrat,736.01,2773
366,luke garcia,40,green,292.43,3487
367,david white,74,libertarian,35.86,20809
368,holly allen,21,democrat,584.32,5584
369,calvin johnson,30,independent,289.27,11413
370,rachel nixon,30,green,725.95,21888
371,irene thompson,24,independent,161.30,19629
372,fred brown,44,democrat,909.04,26122
373,mike king,24,republican,642.44,7184
374,bob garcia,39,socialist,882.59,4684
375,david ovid,49,socialist,735.40,25287
376,yuri brown,28,democrat,90.44,12351
377,ethan laertes,68,republican,404.97,12557
378,david polk,36,democrat,942.77,21127
379,rachel carson,55,republican,73.00,8526
380,rachel johnson,70,republican,702.22,23355
381,david xylophone,59,democrat,112.68,26962
382,zach young,50,libertarian,79.42,15597
383,xavier ovid,71,socialist,752.95,28429
384,alice steinbeck,54,democrat,133.88,12666
385,wendy zipper,50,socialist,931.66,10575
386,mike allen,67,green,748.51,12224
387,xavier underhill,43,libertarian,933.57,3260
388,wendy johnson,56,libertarian,812.56,11491
389,quinn ellison,46,democrat,971.46,9185
390,mike white,73,republican,310.47,19950
391,oscar johnson,73,socialist,182.20,2545
392,sarah white,18,socialist,15.21,12769
393,priscilla van buren,39,independent,139.63,16681
394,gabriella thompson,34,green,145.23,269
395,ethan quirinius,50,green,866.80,7864
396,gabriella garcia,52,independent,623.87,21894
397,jessica underhill,62,democrat,255.87,17383
398,yuri allen,21,independent,920.82,10312
399,victor underhill,33,republican,677.82,16877
400,ulysses miller,37,socialist,533.21,535
401,david miller,45,independent,648.85,6381
402,tom nixon,68,libertarian,141.23,12157
403,mike polk,67,socialist,587.98,17501
404,alice underhill,36,democrat,244.86,13359
405,fred carson,50,socialist,682.55,22352
406,priscilla falkner,21,libertarian,533.71,5295
407,victor young,55,independent,515.51,16801
408,jessica zipper,25,socialist,476.68,3668
409,oscar king,76,libertarian,601.12,23881
410,bob garcia,58,republican,239.25,13058
411,tom davidson,53,independent,133.30,2203
412,bob van buren,49,libertarian,378.14,22978
413,priscilla hernandez,75,socialist,742.63,27267
414,oscar allen,34,socialist,141.82,25452
415,mike laertes,73,libertarian,661.62,920
416,rachel ovid,21,independent,174.26,21381
417,fred white,45,independent,551.78,20954
418,holly miller,73,democrat,12.78,20349
419,oscar hernandez,47,independent,96.83,27100
420,luke quirinius,23,green,760.76,10191
421,luke laertes,51,republican,920.46,19308
422,calvin white,67,green,456.75,12282
423,xavier brown,31,independent,160.89,15165
424,katie miller,74,democrat,942.01,25815
425,rachel carson,33,libertarian,202.09,6262
426,holly xylophone,26,green,922.98,13171
427,katie falkner,56,democrat,308.78,22031
428,calvin young,46,socialist,641.23,14038
429,katie laertes,45,democrat,782.37,27538
430,sarah ellison,51,democrat,293.96,12261
431,david quirinius,63,socialist,401.10,20486
432,ulysses carson,52,democrat,518.52,27021
433,holly brown,36,democrat,343.27,8594
434,tom van buren,63,independent,778.41,23273
435,yuri nixon,38,green,138.54,10853
436,gabriella robinson,29,green,7.81,21175
437,holly brown,35,socialist,931.37,4250
438,sarah ovid,67,republican,20.44,25295
439,holly davidson,38,socialist,62.92,28256
440,david young,46,green,827.57,22769
441,quinn allen,37,democrat,633.46,25008
442,priscilla king,70,republican,490.12,20324
443,zach nixon,69,independent,856.11,28327
444,ulysses johnson,66,independent,532.89,29681
445,wendy allen,57,libertarian,74.01,4521
446,holly robinson,57,independent,342.63,4537
447,katie davidson,26,republican,813.85,4964
448,ethan underhill,25,independent,658.00,21979
449,luke miller,22,independent,78.48,12348
450,jessica xylophone,45,republican,24.13,22326
451,ethan garcia,54,green,735.59,9911
452,yuri king,30,independent,448.41,21195
453,tom brown,48,green,695.46,6188
454,priscilla brown,32,green,961.77,21960
455,tom carson,40,green,54.60,15332
456,bob johnson,36,democrat,100.85,8080
457,katie king,34,democrat,337.75,18110
458,holly ellison,60,green,704.00,29325
459,fred king,74,independent,834.22,7332
460,nick nixon,58,democrat,817.03,11424
461,fred polk,44,republican,88.88,9971
462,ethan davidson,34,libertarian,874.07,21611
463,alice falkner,59,green,276.75,419
464,oscar robinson,62,green,833.30,16055
465,ethan zipper,54,socialist,226.16,14142
466,zach ovid,31,democrat,265.52,16063
467,oscar polk,70,republican,630.67,10266
468,wendy robinson,43,libertarian,913.98,26564
469,tom carson,76,green,735.22,16994
470,victor hernandez,70,libertarian,343.15,29949
471,sarah robinson,27,green,839.97,4850
472,katie miller,18,green,589.61,24487
473,bob robinson,46,democrat,33.27,24144
474,alice johnson,29,republican,316.09,16740
475,tom falkner,48,libertarian,956.00,12001
476,alice polk,40,democrat,684.44,10665
477,yuri falkner,43,socialist,279.47,28389
478,oscar quirinius,53,green,821.88,20202
479,xavier quirinius,74,socialist,227.78,24745
480,victor zipper,53,libertarian,408.64,1388
481,zach brown,63,republican,530.70,3458
482,priscilla thompson,55,republican,100.99,12553
483,oscar carson,54,libertarian,901.17,4415
484,zach white,33,green,491.18,6490
485,zach van buren,63,libertarian,599.55,9255
486,ethan ovid,60,libertarian,351.19,15133
487,david king,42,republican,90.03,5462
488,victor young,43,democrat,497.91,93
489,yuri ovid,52,republican,788.99,17105
490,nick white,65,socialist,729.00,176
491,david thompson,71,democrat,634.37,15132
492,calvin robinson,55,democrat,617.51,29895
493,alice allen,49,republican,713.88,6656
494,tom steinbeck,59,independent,213.06,141
495,mike falkner,28,green,631.07,15751
496,quinn white,29,socialist,804.01,29015
497,luke ovid,70,independent,174.90,9572
498,bob van buren,66,green,259.60,26841
499,luke thompson,77,democrat,311.97,7206
500,tom falkner,24,socialist,240.12,25282
0,james,25
0,james,14,independent,100,100
